projectname,Abstract,origin_label,datasetname
chromium,chromium browser ubuntu amd chromium browser chromium browser fail chromium browser fail chromium browser fail crash extension rss live links crash extensions rss live links and google mail checker plus,no,ds-01-issue
gerrit,severe performance degradation files ? reviewed rest handler after upgrade,yes,ds-01-issue
hadoop,latest patches three projects look good tom could use hadoop successfully bring single node clusters both hdfs and mapreduce ran simple mapreduce job too thanks taking this !,no,ds-01-issue
hbase,lgtm thanks,no,ds-01-issue
hadoop,ive committed this trunk branch and branch beta,no,ds-01-issue
impala,disable decimal create cdh,no,ds-01-issue
gerrit,login possible,no,ds-01-issue
hadoop,patch cool tested our hadoop cluster and seems working,no,ds-01-issue
hadoop,share web server information http filters,no,ds-01-issue
hadoop,good point forgot that people override dnstoswitchmapping technically dnstoswitchmapping evolving and should stay that way but yea sense breaking people dont have junping how about introducing fix compatible way with list interface ?,no,ds-01-issue
chromium,typically happens when open blank tab and enter url search query before new tab page loads properly interrupting new tab page before can appear,no,ds-01-issue
chromium,karen will handling webkit issues moving myself off being owner this issue she may want handle these differently setting status untriaged,no,ds-01-issue
hadoop,committing this,no,ds-01-issue
hadoop,its not friendly new users when command line scripts dont show usage instructions when passed defacto unix usage flags imagine this sequence commands same applies hdfs script,yes,ds-01-issue
chromium,has been merged into this issue,no,ds-01-issue
thrift,errno not correct method getting error windows,no,ds-01-issue
534956035,however usability package can increased bit more,yes,ds-04-R-issue
chromium,product version first compose email gmail next press ctrl some text and press ctrl email then press ctrl and got same screen without double quotes copied text should just undone and not appear email crash screen which looks like without double quotes appear attach screenshot possible,no,ds-01-issue
gerrit,has been merged into this issue,no,ds-01-issue
hadoop,this was tested locally ran tests and used this test against latest kfs deployement using jar,no,ds-01-issue
thrift,thanks quick turnaround !,no,ds-01-issue
thrift,have created that makes shared library build windows possible includes also all changes required proceed with step two including header thrift export and using macro thrift export class definitions classes can explicitly exported hidden please review,no,ds-01-issue
hbase,coprocessor based extensions should able observe rewrite skip waledits they are being written wal write arbitrary content into waledits act contents waledits regionserver context during reconstruction update remove waledit monitoring master split need use scope control behavior here since could done coprocessor implementation,no,ds-01-issue
